nu,I
1377030843.93314,2.8981500114472055e-25
1377062551.60513,2.898085022867162e-25
1377094260.00722,2.8980200034722396e-25
1377125969.13943,2.8979539980011856e-25
1377157679.00178,2.897889009421142e-25
1377189389.59428,2.897823003950088e-25
1377221100.91696,2.897756998479034e-25
1377252812.96982,2.8976919790841116e-25
1377284525.75289,2.8976260044279367e-25
1377316239.26619,2.897560985033014e-25
1377347953.50971,2.897495010376839e-25
1377379668.4835,2.897429004905785e-25
1377411384.18756,2.8973620133585996e-25
1377443100.62191,2.897296993963677e-25
1377474817.78657,2.897230988492623e-25
1377506535.68154,2.8971659999125796e-25
1377538254.30686,2.8970999944415256e-25
1377569973.66253,2.89703300289434e-25
1377601693.74859,2.896966997423286e-25
1377633414.56503,2.896901022767111e-25
1377665136.11187,2.896835017296057e-25
1377696858.38914,2.896769011825003e-25
1377728581.39685,2.8967019894629383e-25
1377760305.13502,2.896637000882895e-25
1377792029.60367,2.896570995411841e-25
1377823754.8028,2.8965040038646553e-25
1377855480.73244,2.896435995426459e-25
1377887207.39261,2.8963709760315366e-25
1377918934.78332,2.89630401529923e-25
1377950662.90459,2.8962389959043076e-25
1377982391.75643,2.896172004357122e-25
1378014121.33886,2.896105998886068e-25
1378045851.65191,2.8960390073388825e-25
1378077582.69558,2.895972015791697e-25
1378109314.46989,2.895906010320643e-25
1378141046.97487,2.8958380018824467e-25
1378172780.21051,2.8957730133024032e-25
1378204514.17686,2.895704974049328e-25
1378236248.87391,2.8956380133170215e-25
1378267984.30169,2.895570990954957e-25
1378299720.46021,2.8955039994077712e-25
1378331457.34949,2.8954370078605857e-25
1378363194.96956,2.8953710023895316e-25
1378394933.32041,2.895304010842346e-25
1378426672.40207,2.89523600240415e-25
1378458412.21457,2.895168980042085e-25
1378490152.75791,2.8951030053859103e-25
1378521894.03211,2.8950360138387247e-25
1378553636.03718,2.8949680054005285e-25
1378585378.77316,2.894901013853343e-25
1378617122.24004,2.8948339914912783e-25
1378648866.43786,2.8947669999440927e-25
1378680611.36661,2.894700008396907e-25
1378712357.02633,2.8946329860348424e-25
1378744103.41703,2.894566025302536e-25
1378775850.53873,2.8944990029404713e-25
1378807598.39144,2.8944329974694173e-25
1378839346.97518,2.8943670228132423e-25
1378871096.28997,2.89430200341832e-25
1378902846.33581,2.894235997947266e-25
1378934597.11274,2.8941729815194854e-25
1378966348.62077,2.8941090098304527e-25
1378998100.85991,2.894046979478804e-25
1379029853.83018,2.893985996833045e-25
1379061607.5316,2.893928989306691e-25
1379093361.96419,2.893872012595216e-25
1379125117.12795,2.8938190110031466e-25
1379156873.02291,2.8937680123782192e-25
1379188629.64909,2.893720988872697e-25
1379220387.0065,2.8936800050834805e-25
1379252145.09516,2.893640993446527e-25
1379283903.91508,2.8936090076020106e-25
1379315663.46629,2.8935829998440416e-25
1379347423.74879,2.8935640178785098e-25
1379379184.76261,2.8935499971085146e-25
1379410946.50777,2.8935450050980988e-25
1379442708.98427,2.8935479941413725e-25
1379474472.19214,2.8935580089770833e-25
1379506236.13139,2.8935760048664836e-25
1379538000.80205,2.8936020126244526e-25
1379569766.20411,2.8936369875122427e-25
1379601532.33762,2.89367898819247e-25
1379633299.20257,2.8937269977741236e-25
1379665066.79899,2.8937820023333353e-25
1379696835.1269,2.893841998902963e-25
1379728604.18631,2.893904984515864e-25
1379760373.97723,2.8939729929540603e-25
1379792144.49969,2.8940410013922565e-25
1379823915.7537,2.894109995906584e-25
1379855687.73929,2.8941780043447804e-25
1379887460.45645,2.8942439790009553e-25
1379919233.90522,2.8943069954287357e-25
1379951008.08561,2.8943640029550895e-25
1379982782.99763,2.894417004547159e-25
1380014558.64131,2.894463997237802e-25
1380046335.01665,2.8945029780598765e-25
1380078112.12369,2.894534994719272e-25
1380109889.96242,2.894558999510099e-25
1380141668.53288,2.8945760093233677e-25
1380173447.83507,2.8945840211919363e-25
1380205227.86902,2.8945830043009257e-25
1380237008.63474,2.8945759785084886e-25
1380268790.13225,2.8945619885533726e-25
1380300572.36155,2.8945410036206985e-25
1380332355.32268,2.8945129928955873e-25
1380364139.01565,2.894479004083929e-25
1380395923.44048,2.8944399924469753e-25
1380427708.59717,2.8943970056906166e-25
1380459494.48576,2.8943500129999735e-25
1380491281.10625,2.8942979974840355e-25
1380523068.45866,2.894244995891966e-25
1380554856.54301,2.894188019180491e-25
1380586645.35932,2.894128977872116e-25
1380618434.9076,2.8940690121173676e-25
1380650225.18787,2.894007012580598e-25
1380682016.20015,2.8939439961528176e-25
1380713807.94445,2.893879007572774e-25
1380745600.4208,2.893815991144994e-25
1380777393.62919,2.8937489995978083e-25
1380809187.56967,2.8936839802028857e-25
1380840982.24223,2.8936170194705793e-25
1380872777.64691,2.8935499971085146e-25
1380904573.7837,2.8934840224523397e-25
1380936370.65264,2.893417000090275e-25
1380968168.25373,2.8933500085430894e-25
1380999966.587,2.8932820001048932e-25
1381031765.65247,2.8932150085577077e-25
1381063565.45014,2.893147986195643e-25
1381095365.98004,2.8930809946484574e-25
1381127167.24218,2.8930130170251403e-25
1381158969.23659,2.892944977772065e-25
1381190771.96326,2.892877000148748e-25
1381222575.42223,2.8928100086015624e-25
1381254379.61351,2.8927429862394977e-25
1381286184.53712,2.892674022540049e-25
1381317990.19307,2.8926070001779844e-25
1381349796.58138,2.892538991739788e-25
1381381603.70207,2.8924720001926026e-25
1381413411.55516,2.8924019887872643e-25
1381445220.14065,2.8923349972400787e-25
1381477029.45858,2.8922669888018825e-25
1381508839.50895,2.8921989803636863e-25
1381540650.29177,2.892131002740369e-25
1381572461.80708,2.8920620082260415e-25
1381604274.05489,2.8919939997878453e-25
1381636087.03521,2.8919270082406597e-25
1381667900.74805,2.891858013726332e-25
1381699715.19345,2.891790005288136e-25
1381731530.3714,2.8917219968499396e-25
1381763346.28194,2.8916540192266225e-25
1381795162.92507,2.8915849938974157e-25
1381826980.30082,2.891515999383088e-25
1381858798.4092,2.8914479909448917e-25
1381890617.25022,2.8913799825066955e-25
1381922436.82391,2.8913100019162363e-25
