nu,I
1360860686.55514,4.6383301756741145e-26
1360892021.89121,6.590349845608789e-26
1360923357.9488,9.275200034227197e-26
1360954694.72795,1.2930220021923978e-25
1360986032.22866,1.7854850006815757e-25
1361017370.45094,2.4421589800199105e-25
1361048709.39483,3.308709002598867e-25
1361080049.06033,4.440272994426934e-25
1361111389.44747,5.9023789808212165e-25
1361142730.55624,7.77160199800031e-25
1361174072.38669,1.0135832983719414e-24
1361205414.93881,1.3094032997794547e-24
1361236758.21263,1.67552999934887e-24
1361268102.20817,2.123710099871216e-24
1361299446.92543,2.6662573996022498e-24
1361330792.36444,3.315677202026935e-24
1361362138.52522,4.0841831015771375e-24
1361393485.40777,4.983110000243922e-24
1361424833.01213,6.022232402332945e-24
1361456181.33829,7.209012401991678e-24
1361487530.38629,8.54780779936454e-24
1361518880.15613,1.0039080001043889e-23
1361550230.64784,1.1678654299652513e-23
1361581581.86143,1.3457084902444686e-23
1361612933.79691,1.535918349755215e-23
1361644286.45431,1.736376730228805e-23
1361675639.83364,1.9443673798822114e-23
1361706993.93491,2.1566080700477905e-23
1361738348.75815,2.3693149899506044e-23
1361769704.30336,2.578299640089849e-23
1361801060.57058,2.7790957402369814e-23
1361832417.55981,2.967111869706797e-23
1361863775.27106,3.137802629836042e-23
1361895133.70436,3.286849869985246e-23
1361926492.85973,3.410344070080142e-23
1361957852.73717,3.504955050111554e-23
1361989213.33672,3.5680818099502606e-23
1362020574.65837,3.597971960114709e-23
1362051936.70215,3.5938032499292695e-23
1362083299.46808,3.555721670122256e-23
1362114662.95617,3.484833860039713e-23
1362146027.16644,3.3831544000272943e-23
1362177392.09891,3.253511349959092e-23
1362208757.75359,3.099416279781272e-23
1362240124.1305,2.924907289889718e-23
1362271491.22965,2.734374469799928e-23
1362302859.05107,2.5323785402574943e-23
1362334227.59477,2.3234729198061084e-23
1362365596.86076,2.112038579838538e-23
1362396966.84906,1.9021398901269607e-23
1362428337.5597,1.6974073198285882e-23
1362459708.99268,1.500950970010438e-23
1362491081.14802,1.3153062399300394e-23
1362522454.02574,1.1424113802448941e-23
1362553827.62585,9.836139699919168e-24
1362585201.94838,8.397026599188532e-24
1362616576.99334,7.109590499495588e-24
1362647952.76074,5.972240200601774e-24
1362679329.2506,4.979730797459867e-24
1362710706.46295,4.1239526027489694e-24
1362742084.39778,3.394708800408194e-24
1362773463.05513,2.780446100316736e-24
1362804842.43501,2.268905499236871e-24
1362836222.53743,1.847678800612176e-24
1362867603.36242,1.5046592020558287e-24
1362898984.90999,1.2283848997416137e-24
1362930367.18015,1.008281499813419e-24
1362961750.17292,8.348144996515371e-25
1362993133.88831,6.995605010582882e-25
1363024518.32636,5.952190000307684e-25
1363055903.48707,5.155718004835728e-25
1363087289.37045,4.554109998763159e-25
1363118675.97653,4.104415987882033e-25
1363150063.30532,3.771757011120946e-25
1363181451.35684,3.5282070226565265e-25
1363212840.13111,3.351725988353997e-25
1363244229.62813,3.225151006625111e-25
1363275619.84794,3.1352900120186388e-25
1363307010.79054,3.0721409878134772e-25
1363338402.45595,3.0282100019290595e-25
1363369794.84419,2.997954998357417e-25
1363401187.95527,2.9773240053848333e-25
1363432581.78921,2.963392999132542e-25
1363463976.34604,2.954079017032211e-25
1363495371.62576,2.9479109875699976e-25
1363526767.62839,2.9438620048995552e-25
1363558164.35394,2.9412289967391054e-25
1363589561.80245,2.939528970673475e-25
1363620959.97391,2.938438986769589e-25
1363652358.86835,2.937742015833875e-25
1363683758.48578,2.9372989903169075e-25
1363715158.82623,2.9370140143148964e-25
1363746559.8897,2.936829001780719e-25
1363777961.67623,2.9367070056743216e-25
1363809364.18581,2.936621001346725e-25
1363840767.41846,2.9365590018099553e-25
1363872171.37422,2.9365120091193122e-25
1363903576.05308,2.936472011406227e-25
1363934981.45507,2.936436974888679e-25
1363966387.58021,2.9364050198590416e-25
1363997794.4285,2.9363750061667883e-25
1364029201.99998,2.9363440063984034e-25
1364060610.29465,2.936317012564303e-25
1364092019.31253,2.9362869988720496e-25
1364123429.05364,2.936258002070807e-25
1364154839.51799,2.9362310082367064e-25
1364186250.70561,2.9362020114354637e-25
1364217662.6165,2.9361740007103525e-25
1364249075.25068,2.93614500390911e-25
1364280488.60818,2.936116007107867e-25
1364311902.689,2.9360870103066244e-25
1364343317.49317,2.9360589995815132e-25
1364374733.0207,2.9360300027802705e-25
1364406149.27161,2.936001005979028e-25
1364437566.2459,2.9359729952539167e-25
1364468983.94362,2.935943998452674e-25
1364500402.36476,2.9359150016514313e-25
1364531821.50934,2.9358870217411992e-25
1364563241.37738,2.935857008048946e-25
1364594661.96891,2.935828011247703e-25
1364626083.28392,2.935800000522592e-25
1364657505.32245,2.93577202061236e-25
1364688928.08451,2.935740990029096e-25
1364720351.5701,2.935712979303985e-25
1364751775.77926,2.9356829964266106e-25
1364783200.712,2.9356550165163786e-25
1364814626.36833,2.935625988900257e-25
1364846052.74827,2.9355960060228826e-25
1364877479.85184,2.9355679952977714e-25
1364908907.67905,2.935537981605518e-25
1364940336.22993,2.9355089848042754e-25
1364971765.50448,2.935479001926901e-25
1365003195.50273,2.935451022016669e-25
1365034626.22468,2.9354219944005473e-25
1365066057.67037,2.935392011523173e-25
1365097489.8398,2.9353619978309197e-25
1365128922.73299,2.9353319841386664e-25
1365160356.34995,2.935303018152303e-25
1365191790.69071,2.93527402135106e-25
1365223225.75528,2.935244007658807e-25
1365254661.54368,2.935215010857564e-25
1365286098.05593,2.9351840110891792e-25
1365317535.29203,2.9351550142879365e-25
1365348973.25201,2.935126017486694e-25
1365380411.93589,2.9350960037944405e-25
1365411851.34367,2.935067006993198e-25
1365443291.47539,2.9350369933009445e-25
1365474732.33104,2.9350060243474387e-25
1365506173.91066,2.934976996731317e-25
1365537616.21426,2.9349469830390636e-25
1365569059.24185,2.9349180170527e-25
1365600502.99345,2.9348880033604467e-25
1365631947.46908,2.934857003592062e-25
1365663392.66875,2.9348269898998085e-25
1365694838.59248,2.9347960209463028e-25
1365726285.24029,2.9347660072540494e-25
1365757732.6122,2.9347370104528067e-25
1365789180.70821,2.9347069967605534e-25
1365820629.52836,2.9346769830683e-25
1365852079.07265,2.9346460141147943e-25
1365883529.34109,2.934616000422541e-25
1365914980.33372,2.934586017545167e-25
1365946432.05054,2.9345560038529134e-25
1365977884.49157,2.9345249732696495e-25
1366009337.65683,2.9344949903922753e-25
1366040791.54633,2.9344639906238904e-25
1366072246.16009,2.934433976931637e-25
1366103701.49813,2.934403994054263e-25
1366135157.56047,2.934372994285878e-25
1366166614.34712,2.9343429805936247e-25
1366198071.85809,2.934312011640119e-25
1366229530.09341,2.9342819979478656e-25
1366260989.05309,2.93424998128847e-25
1366292448.73715,2.9342209844872274e-25
1366323909.1456,2.934191001609853e-25
1366355370.27846,2.9341620048086105e-25
1366386832.13575,2.934131991116357e-25
1366418294.71749,2.9341009913479723e-25
1366449758.02368,2.9340730114377402e-25
1366481222.05435,2.9340440146364975e-25
1366512686.80952,2.9340160039113864e-25
1366544152.2892,2.933990982229549e-25
1366575618.49341,2.9339659913625905e-25
1366607085.42216,2.9339430034627743e-25
1366638553.07547,2.933923004606232e-25
1366670021.45336,2.9339030057496893e-25
1366701490.55585,2.933890001870705e-25
1366732960.38294,2.9338790009588624e-25
1366764430.93466,2.9338739781335675e-25
1366795902.21103,2.9338760119155888e-25
1366827374.21206,2.9338829760782677e-25
1366858846.93777,2.933898999815405e-25
1366890320.38817,2.9339259936495055e-25
1366921794.56328,2.9339609993521747e-25
1366953269.46312,2.9340090089338284e-25
1366984745.08771,2.934071008470598e-25
1367016221.43706,2.934145981071473e-25
1367047698.51118,2.9342369774094856e-25
1367079176.3101,2.934343011408504e-25
1367110654.83383,2.9344659935910326e-25
1367142134.0824,2.9346080193688515e-25
1367173614.0558,2.93476702414506e-25
1367205094.75406,2.9349419910286478e-25
1367236576.17721,2.9351339985403834e-25
1367268058.32525,2.935341998974377e-25
1367299541.1982,2.935561986396345e-25
1367331024.79608,2.93579799755545e-25
1367362509.1189,2.936042975844376e-25
1367393994.16669,2.936294979925739e-25
1367425479.93946,2.9365539789846603e-25
1367456966.43721,2.936817014792745e-25
1367488453.65998,2.9370780168188083e-25
1367519941.60778,2.9373369850628504e-25
1367551430.28062,2.937592995078498e-25
1367582919.67853,2.937840007149445e-25
1367614409.80152,2.9380770043846817e-25
1367645900.6496,2.9383020146319444e-25
1367677392.22279,2.9385140210002225e-25
1367708884.52111,2.9387089867403527e-25
1367740377.54458,2.9388890072641145e-25
1367771871.29321,2.9390520179746074e-25
1367803365.76701,2.9391979880569524e-25
1367834860.96601,2.939325993064776e-25
1367866356.89022,2.9394390220413524e-25
1367897853.53967,2.939535996465912e-25
1367929350.91436,2.939614019739819e-25
1367960849.01431,2.9396810112870048e-25
1367992347.83954,2.939734998955206e-25
1368023847.39007,2.9397760135593015e-25
1368055347.6659,2.9398070133276864e-25
1368086848.66707,2.939827012184229e-25
1368118350.39358,2.9398389991722027e-25
1368149852.84545,2.9398459941497608e-25
1368181356.02271,2.93984497725875e-25
1368212859.92536,2.9398400160632134e-25
1368244364.55342,2.9398300012275026e-25
1368275869.90691,2.9398160112723865e-25
1368307375.98585,2.9397990014591177e-25
1368338882.79025,2.9397809747548382e-25
1368370390.32013,2.9397590037460327e-25
1368401898.5755,2.939737001922348e-25
1368433407.55639,2.939712997131521e-25
1368464917.26281,2.9396889923406943e-25
1368496427.69477,2.9396630153976044e-25
1368527938.8523,2.9396370076396354e-25
1368559450.7354,2.9396109998816664e-25
1368590963.34411,2.9395839752326868e-25
1368622476.67843,2.9395570122134653e-25
1368653990.73837,2.939530018379365e-25
1368685505.52396,2.9395039798065167e-25
1368717021.03521,2.939475013820153e-25
1368748537.27215,2.9394479891711735e-25
1368780054.23478,2.939421026151952e-25
1368811571.92312,2.9393929846119618e-25
1368843090.3372,2.9393659907778612e-25
1368874609.47702,2.939338010867629e-25
1368906129.34261,2.939310000142518e-25
1368937649.93397,2.9392830063084175e-25
1368969171.25113,2.9392549955833063e-25
1369000693.2941,2.939228001749206e-25
1369032216.0629,2.9391999910240946e-25
1369063739.55755,2.9391719802989834e-25
1369095263.77807,2.9391440003887514e-25
1369126788.72447,2.93911598966364e-25
1369158314.39676,2.939088009753408e-25
1369189840.79497,2.9390609851044285e-25
1369221367.91911,2.939031988303186e-25
1369252895.76919,2.9390040083929538e-25
1369284424.34524,2.9389770145588532e-25
1369315953.64726,2.9389470008666e-25
1369347483.67529,2.9389200070324994e-25
1369379014.42933,2.938891996307388e-25
1369410545.9094,2.9388629995061455e-25
1369442078.11552,2.9388349887810343e-25
1369473611.0477,2.9388070088708023e-25
1369505144.70597,2.938778998145691e-25
1369536679.09033,2.9387500013444484e-25
1369568214.20081,2.9387220214342164e-25
1369599750.03741,2.938695027600116e-25
1369631286.60017,2.9386650139078625e-25
1369662823.88909,2.938637989258883e-25
1369694361.90419,2.9386079755666295e-25
1369725900.64549,2.9385799956563975e-25
1369757440.113,2.9385520157461654e-25
1369788980.30675,2.9385230189449227e-25
1369820521.22674,2.938493991328801e-25
1369852062.873,2.938464994527558e-25
1369883605.24553,2.9384359977263155e-25
1369915148.34437,2.9384079870012044e-25
1369946692.16952,2.9383800070909723e-25
1369978236.72101,2.9383510102897296e-25
1370009781.99884,2.938322013488487e-25
1370041328.00304,2.9382939719484966e-25
1370072874.73362,2.9382639890711224e-25
1370104422.1906,2.9382360091608904e-25
1370135970.37399,2.938206026283516e-25
1370167519.28382,2.938178015558405e-25
1370199068.92009,2.9381480018661516e-25
1370230619.28283,2.9381199911410405e-25
1370262170.37206,2.938090994339798e-25
1370293722.18778,2.9380610114624236e-25
1370325274.73002,2.938032014661181e-25
1370356827.99879,2.938002987045059e-25
1370388381.99411,2.9379739902438164e-25
1370419936.716,2.937943976551563e-25
1370451492.16446,2.937915996641331e-25
1370483048.33953,2.9378860137639568e-25
1370514605.24121,2.937857016962714e-25
1370546162.86953,2.9378269724555816e-25
1370577721.2245,2.937798006469218e-25
1370609280.30613,2.9377679927769647e-25
1370640840.11445,2.937738995975722e-25
1370672400.64946,2.937707996207337e-25
1370703961.9112,2.9376810023732366e-25
1370735523.89966,2.9376509886809833e-25
1370767086.61488,2.937621005803609e-25
1370798650.05686,2.9375919781874873e-25
1370830214.22562,2.937561995310113e-25
1370861779.12119,2.9375329985088703e-25
1370893344.74357,2.9375019987404855e-25
1370924911.09279,2.937473001939243e-25
1370956478.16885,2.9374430190618686e-25
1370988045.97179,2.9374130053696152e-25
1371019614.50161,2.9373839777534934e-25
1371051183.75833,2.9373530087999877e-25
1371082753.74196,2.937323981183866e-25
1371114324.45253,2.9372939983064917e-25
1371145895.89006,2.937265001505249e-25
1371177468.05454,2.937234001736864e-25
1371209040.94602,2.93720401885949e-25
1371240614.56449,2.9371740051672366e-25
1371272188.90998,2.9371439914749832e-25
1371303763.98251,2.937114008597609e-25
1371335339.78209,2.937083008829224e-25
1371366916.30873,2.937052995136971e-25
1371398493.56246,2.937021995368586e-25
1371430071.54329,2.9369929985673433e-25
1371461650.25124,2.936960981907948e-25
1371493229.68633,2.9369309990305736e-25
1371524809.84856,2.936902002229331e-25
1371556390.73797,2.936871002460946e-25
1371587972.35456,2.9368409887686927e-25
1371619554.69835,2.936810019815187e-25
1371651137.76936,2.936778989231923e-25
1371682721.56761,2.9367470033874066e-25
1371714306.09311,2.9367169896951533e-25
1371745891.34588,2.936685003850637e-25
1371777477.32593,2.93665200111511e-25
1371809064.03329,2.9366199844557144e-25
1371840651.46796,2.936585995644056e-25
1371872239.62998,2.9365520068323973e-25
1371903828.51934,2.9365159842387174e-25
1371935418.13607,2.9364759865256324e-25
1371967008.48019,2.936433985845405e-25
1371998599.55171,2.9363889961219043e-25
1372030191.35066,2.936340000464119e-25
1372061783.87703,2.9362829929377653e-25
1372093377.13086,2.936218004357722e-25
1372124971.11216,2.936141984050957e-25
1372156565.82096,2.9360529906800868e-25
1372188161.25725,2.9359499765392214e-25
1372219757.42106,2.9358249913895504e-25
1372251354.31241,2.9356790213072054e-25
1372282951.93131,2.935503006717728e-25
1372314550.27778,2.935293003316592e-25
1372346149.35184,2.9350459912456447e-25
1372377749.15351,2.9347520172989334e-25
1372409349.68279,2.9344070139124156e-25
1372440950.93971,2.9340040169234125e-25
1372472552.92429,2.9335350144633553e-25
1372504155.63654,2.9329970174889704e-25
1372535759.07647,2.9323779773825257e-25
1372567363.24411,2.9316800203706798e-25
1372598968.13947,2.930893994434337e-25
1372630573.76257,2.9300180198658714e-25
1372662180.11343,2.9290500012535037e-25
1372693787.19205,2.9279909863031236e-25
1372725394.99846,2.9268400197534786e-25
1372757003.53268,2.9256020011703474e-25
1372788612.79472,2.924281984193904e-25
1372820222.7846,2.9228889975837276e-25
1372851833.50233,2.92143197765476e-25
1372883444.94794,2.91991998398146e-25
1372915057.12143,2.9183689786712067e-25
1372946670.02284,2.9167890073745896e-25
1372978283.65216,2.9151949844930983e-25
1373009898.00942,2.91360398146976e-25
1373041513.09463,2.9120290021835586e-25
1373073128.90783,2.9104840057747316e-25
1373104745.44901,2.9089839990894055e-25
1373136362.71819,2.9075380108871596e-25
1373167980.7154,2.906159014232099e-25
1373199599.44065,2.9048540041017824e-25
1373231218.89396,2.903630992364778e-25
1373262839.07533,2.902494015770249e-25
1373294459.9848,2.9014480046988533e-25
1373326081.62237,2.90049298996547e-25
1373357703.98808,2.899627985493968e-25
1373389327.08191,2.8988509883172043e-25
1373420950.90391,2.898157992500895e-25
1373452575.45407,2.8975440060346244e-25
1373484200.73243,2.897004992169229e-25
1373515826.73901,2.8965340175569086e-25
1373547453.4738,2.8961239947754684e-25
1373579080.93683,2.895769007368119e-25
1373610709.12811,2.895464001694686e-25
1373642338.04768,2.895201982777612e-25
1373673967.69554,2.8949750003780865e-25
1373705598.0717,2.8947789869320666e-25
1373737229.17619,2.8946089812440156e-25
1373768861.00901,2.89446199427066e-25
1373800493.5702,2.8943340200777153e-25
1373832126.85977,2.894218988133997e-25
1373863760.87772,2.894116990884142e-25
1373895395.62408,2.8940220194267246e-25
1373927031.09887,2.893935984284249e-25
1373958667.30211,2.893854971967068e-25
1373990304.23379,2.893779999366193e-25
1374021941.89396,2.893706998917581e-25
1374053580.28261,2.893637018327122e-25
1374085219.39978,2.8935690098889256e-25
1374116859.24548,2.893501987526861e-25
1374148499.81971,2.8934369989468175e-25
1374180141.1225,2.8933729964429056e-25
1374211783.15387,2.8933070217867307e-25
1374243425.91384,2.893243019282819e-25
1374275069.40242,2.8931779998878963e-25
1374306713.61962,2.893115014274995e-25
1374338358.56546,2.8930499948800726e-25
1374370004.23996,2.8929870092671713e-25
1374401650.64315,2.892923992839391e-25
1374433297.77502,2.8928590042593476e-25
1374464945.63561,2.8927950017554357e-25
1374496594.22492,2.8927319853276554e-25
1374528243.54298,2.8926680136386226e-25
1374559893.5898,2.8926049972108422e-25
1374591544.36539,2.8925410255218095e-25
1374623195.86978,2.8924769922030185e-25
1374654848.10298,2.892412003622975e-25
1374686501.06501,2.8923500040862054e-25
1374718154.75589,2.892285015506162e-25
1374749809.17562,2.8922219990783816e-25
1374781464.32424,2.892158027389349e-25
1374813120.20174,2.8920930079944263e-25
1374844776.80817,2.8920290054905145e-25
1374876434.14352,2.8919650029866026e-25
1374908092.20781,2.8919010004826907e-25
1374939751.00107,2.891836997978779e-25
1374971410.5233,2.8917720093987354e-25
1375003070.77454,2.8917080068948236e-25
1375034731.75478,2.8916440043909117e-25
1375066393.46406,2.8915790158108683e-25
1375098055.90238,2.891515999383088e-25
1375129719.06976,2.8914510108030445e-25
1375161382.96623,2.891385991408122e-25
1375193047.59178,2.8913210028280786e-25
1375224712.94646,2.8912570003241667e-25
1375256379.03026,2.891192997820255e-25
1375288045.84321,2.8911280092402114e-25
1375319713.38533,2.8910640067362996e-25
1375351381.65662,2.890999018156256e-25
1375383050.65711,2.890932981870323e-25
1375414720.38681,2.8908690101812903e-25
1375446390.84576,2.8908050076773784e-25
1375478062.03394,2.8907390022063243e-25
1375509733.95139,2.890673982811402e-25
1375541406.59812,2.8906089942313584e-25
1375573079.97414,2.8905429887603044e-25
1375604754.07949,2.8904789862563925e-25
1375636428.91416,2.890413997676349e-25
1375668104.47818,2.8903490090963057e-25
1375699780.77157,2.8902840205162623e-25
1375731457.79435,2.890217984230329e-25
1375763135.54651,2.8901529956502857e-25
1375794814.0281,2.8900880070702423e-25
1375826493.23911,2.8900240045663305e-25
1375858173.17958,2.889956982204266e-25
1375889853.84952,2.8898919936242224e-25
1375921535.24893,2.889827005044179e-25
1375953217.37784,2.889760999573125e-25
1375984900.23627,2.889697027884092e-25
1376016583.82424,2.889630991598159e-25
1376048268.14175,2.889564986127105e-25
1376079953.18883,2.88949901147093e-25
1376111638.9655,2.8894339920760075e-25
1376143325.47176,2.8893680174198326e-25
1376175012.70764,2.8893019811338995e-25
1376206700.67316,2.889236992553856e-25
1376238389.36833,2.889170987082802e-25
1376270078.79316,2.8891059985027586e-25
1376301768.94768,2.889039006955573e-25
1376333459.8319,2.888973001484519e-25
1376365151.44584,2.8889079820895965e-25
1376396843.78951,2.8888420074334216e-25
1376428536.86293,2.888774985071357e-25
1376460230.66612,2.888709010415182e-25
1376491925.19911,2.8886439910202595e-25
1376523620.46188,2.8885779855492054e-25
1376555316.45448,2.88851099400202e-25
1376587013.17691,2.888444988530966e-25
1376618710.6292,2.8883779969837802e-25
1376650408.81136,2.888313008403737e-25
1376682107.7234,2.8882479890088143e-25
1376713807.36534,2.8881800113854972e-25
1376745507.73721,2.8881149919905747e-25
1376777208.83901,2.888048000443389e-25
1376808910.67076,2.8879809780813245e-25
1376840613.23249,2.8879150034251496e-25
1376872316.5242,2.887848011877964e-25
1376904020.54591,2.8877829924830415e-25
1376935725.29765,2.8877150148597244e-25
1376967430.77942,2.887648023312539e-25
1376999136.99125,2.887582017841485e-25
1377030843.93314,2.8875140094032886e-25
1377062551.60513,2.8874480039322345e-25
1377094260.00722,2.8873819984611805e-25
1377125969.13943,2.887315006913995e-25
1377157679.00178,2.8872469984757987e-25
1377189389.59428,2.8871809930047447e-25
1377221100.91696,2.8871150183485698e-25
1377252812.96982,2.8870470099103736e-25
1377284525.75289,2.886979987548309e-25
1377316239.26618,2.8869129960011233e-25
1377347953.50971,2.8868470213449484e-25
1377379668.4835,2.8867799989828837e-25
1377411384.18756,2.886713007435698e-25
1377443100.62191,2.8866459850736335e-25
1377474817.78656,2.886579024341327e-25
1377506535.68155,2.8865120019792623e-25
1377538254.30686,2.8864459965082083e-25
1377569973.66254,2.8863799910371543e-25
1377601693.74859,2.8863149716422317e-25
1377633414.56502,2.886250999953199e-25
1377665136.11187,2.886186997449287e-25
1377696858.38914,2.8861239810215068e-25
1377728581.39685,2.8860609954086055e-25
1377760305.13502,2.886000998838978e-25
1377792029.60366,2.8859429744216135e-25
1377823754.8028,2.8858870146011493e-25
1377855480.73244,2.8858339821942007e-25
1377887207.39261,2.885783969645405e-25
1377918934.78332,2.8857359908786303e-25
1377950662.90458,2.8856950070894137e-25
1377982391.75643,2.885657012343471e-25
1378014121.33887,2.8856249956840754e-25
1378045851.65191,2.8855990187409855e-25
1378077582.69558,2.885579019884443e-25
1378109314.4699,2.8855659851905793e-25
1378141046.97487,2.885559976289153e-25
1378172780.21052,2.8855629961473056e-25
1378204514.17686,2.885573997059148e-25
1378236248.87391,2.8855919929485483e-25
1378267984.30169,2.8856180007065173e-25
1378299720.46021,2.8856530064091865e-25
1378331457.3495,2.8856949762745346e-25
1378363194.96955,2.8857430166710674e-25
1378394933.32041,2.8857970043392685e-25
1378426672.40208,2.885857000908896e-25
1378458412.21457,2.885921003412808e-25
1378490152.75791,2.885987008883862e-25
1378521894.0321,2.8860560033981897e-25
1378553636.03718,2.886124011836386e-25
1378585378.77316,2.886191989459703e-25
1378617122.24004,2.886258025745636e-25
1378648866.43785,2.8863209805436582e-25
1378680611.36661,2.886377988070012e-25
1378712357.02634,2.8864309896620816e-25
1378744103.41704,2.886476996276593e-25
1378775850.53873,2.8865160079135467e-25
1378807598.39144,2.8865490106490737e-25
1378839346.97518,2.88657199854889e-25
1378871096.28997,2.886587991471148e-25
1378902846.33582,2.8865969894158483e-25
1378934597.11275,2.8865960033397167e-25
1378966348.62077,2.8865889775472796e-25
1378998100.85992,2.8865749875921636e-25
1379029853.83019,2.8865540026594895e-25
1379061607.5316,2.886525005858247e-25
1379093361.96419,2.88649200312272e-25
1379125117.12795,2.8864529914857663e-25
1379156873.02291,2.8864100047294076e-25
1379188629.64909,2.8863629812238854e-25
1379220387.0065,2.8863129994899687e-25
1379252145.09516,2.8862589810068885e-25
1379283903.91508,2.8862019734805347e-25
1379315663.46629,2.8861429938019177e-25
1379347423.74879,2.88608299723229e-25
1379379184.76261,2.886021983771652e-25
1379410946.50776,2.8859589981587508e-25
1379442708.98427,2.8858940095787074e-25
1379474472.19214,2.885831023965806e-25
1379506236.13139,2.885765018494752e-25
1379538000.80204,2.885698982208819e-25
1379569766.20411,2.885633007552644e-25
1379601532.33762,2.88556700208159e-25
1379633299.20257,2.8854989936433938e-25
1379665066.79899,2.8854329881723397e-25
1379696835.1269,2.885365996625154e-25
1379728604.18631,2.8852990050779686e-25
1379760373.97724,2.8852329996069146e-25
1379792144.49969,2.885164005092587e-25
1379823915.75371,2.885097999621533e-25
1379855687.73929,2.8850299911833366e-25
1379887460.45646,2.884962999636151e-25
1379919233.90522,2.8848940051218233e-25
1379951008.08561,2.8848279996507693e-25
1379982782.99763,2.8847610081035837e-25
1380014558.64131,2.884692013589256e-25
1380046335.01665,2.8846250220420704e-25
1380078112.12369,2.8845579996800057e-25
1380109889.96242,2.8844899912418095e-25
1380141668.53288,2.8844220136184924e-25
1380173447.83507,2.884355022071307e-25
1380205227.86902,2.8842869828182315e-25
1380237008.63474,2.884217988303904e-25
1380268790.13224,2.8841500106805867e-25
1380300572.36155,2.8840820022423905e-25
1380332355.32268,2.884015010695205e-25
1380364139.01566,2.8839469714421296e-25
1380395923.44048,2.883878007742681e-25
