redshift,absline,emiline
34.151458733415,2.99716670815169e-25,1.56402137575277e-41
34.143365742703,2.99547288573401e-25,1.5629315754839e-41
34.1352746152566,2.9937790071726e-25,1.56184202616898e-41
34.1271853506466,2.99208507250639e-25,1.5607527277503e-41
34.1190979484442,2.99039108178063e-25,1.55966368016978e-41
34.1110124082206,2.98869703503757e-25,1.5585748833703e-41
34.1029287295471,2.98700293231484e-25,1.5574863372938e-41
34.0948469119951,2.98530877365669e-25,1.55639804188227e-41
34.0867669551362,2.98361455910961e-25,1.55530999707857e-41
34.0786888585419,2.98192028871079e-25,1.5542222028247e-41
34.070612621784,2.9802259625028e-25,1.55313465906295e-41
34.0625382444342,2.97853158053187e-25,1.55204736573579e-41
34.0544657260644,2.97683714283253e-25,1.55096032278501e-41
34.0463950662468,2.97514264945797e-25,1.54987353015389e-41
34.0383262645533,2.97344810043853e-25,1.54878698778378e-41
34.0302593205561,2.97175349582367e-25,1.54770069561801e-41
34.0221942338277,2.97005883565362e-25,1.54661465359854e-41
34.0141310039403,2.96836411997317e-25,1.54552886166774e-41
34.0060696304664,2.96666934881888e-25,1.54444331976822e-41
33.9980101129787,2.96497452223751e-25,1.54335802784168e-41
33.9899524510499,2.96327964026998e-25,1.54227298583161e-41
33.9818966442527,2.96158470295961e-25,1.54118819367993e-41
33.97384269216,2.95988971034601e-25,1.5401036513289e-41
33.9657905943448,2.95819466247257e-25,1.53901935872161e-41
33.9577403503803,2.95651832580754e-25,1.53794476834681e-41
33.9496919598395,2.95490671445315e-25,1.53690305130357e-41
33.9416454222957,2.95329504779846e-25,1.535861574142e-41
33.9336007373225,2.95168332588289e-25,1.53482033680637e-41
33.9255579044931,2.95007154874083e-25,1.53377933924226e-41
33.9175169233813,2.94845971641555e-25,1.53273858139427e-41
33.9094777935606,2.94684782894826e-25,1.5316980632065e-41
33.9014405146049,2.94523588637544e-25,1.53065778462481e-41
33.893405086088,2.94362388874108e-25,1.52961774559362e-41
33.8853715075839,2.94201183608075e-25,1.52857794605779e-41
33.8773397786666,2.94039972843859e-25,1.52753838596158e-41
33.8693098989104,2.93878756584937e-25,1.52649906525081e-41
33.8612818678895,2.93717534835648e-25,1.52545998386993e-41
33.8532556851782,2.93556307600222e-25,1.52442114176342e-41
33.845231350351,2.9339507488229e-25,1.52338253887708e-41
33.8372088629826,2.93233836685916e-25,1.52234417515536e-41
33.8291882226474,2.93072593015188e-25,1.52130605054312e-41
33.8211694289203,2.92911343874162e-25,1.52026816498535e-41
33.8131524813762,2.92750089266078e-25,1.51923051842669e-41
33.8051373795899,2.92588829196163e-25,1.51819311081296e-41
33.7971241231366,2.92427563667659e-25,1.51715594208854e-41
33.7891127115913,2.9226629268451e-25,1.51611901219815e-41
33.7811031445294,2.92105016251184e-25,1.51508232108758e-41
33.7730954215261,2.91943734371352e-25,1.51404586870152e-41
33.7650895421569,2.91782447049206e-25,1.51300965498491e-41
33.7570855059973,2.91621154288224e-25,1.51197367988283e-41
33.749083312623,2.91459856092962e-25,1.51093794333992e-41
33.7410829616098,2.91298552467427e-25,1.50990244530209e-41
33.7330844525333,2.91137243415485e-25,1.50886718571401e-41
33.7250877849696,2.90975928940868e-25,1.50783216452047e-41
33.7170929584947,2.90814609047757e-25,1.5067973816672e-41
33.7090999726846,2.90653283740516e-25,1.50576283709901e-41
33.7011088271158,2.90491953022723e-25,1.50472853076101e-41
33.6931195213643,2.90330616898579e-25,1.50369446259799e-41
33.6851320550067,2.9016927537184e-25,1.50266063255599e-41
33.6771464276195,2.90007928447022e-25,1.50162704057956e-41
33.6691626387792,2.89846576127522e-25,1.50059368661369e-41
33.6611806880627,2.89685218417596e-25,1.49956057060434e-41
33.6532005750466,2.89523855321586e-25,1.49852769249626e-41
33.6452222993079,2.89362486842773e-25,1.4974950522347e-41
33.6372458604236,2.89201112985898e-25,1.49646264976487e-41
33.6292712579709,2.89039733754635e-25,1.49543048503163e-41
33.6212984915268,2.88878349152857e-25,1.49439855798116e-41
33.6133275606686,2.88716959184896e-25,1.4933668685582e-41
33.6053584649739,2.88555563854325e-25,1.49233541670766e-41
33.59739120402,2.88394163165856e-25,1.49130420237575e-41
33.5894257773845,2.8823275712286e-25,1.49027322550715e-41
33.5814621846452,2.88071345729715e-25,1.48924248604743e-41
33.5735004253797,2.87909928990036e-25,1.48821198394176e-41
33.565540499166,2.87748506908337e-25,1.48718171913534e-41
33.5575824055821,2.87587079488187e-25,1.48615169157392e-41
33.549626144206,2.8742564673387e-25,1.48512190120236e-41
33.5416717146159,2.87264208649343e-25,1.48409234796681e-41
33.53371911639,2.87102765238657e-25,1.48306303181229e-41
33.5257683491068,2.86941316505767e-25,1.48203395268414e-41
33.5178194123446,2.86779862454649e-25,1.48100511052782e-41
33.509872305682,2.86618403089289e-25,1.47997650528832e-41
33.5019270286977,2.86456938413988e-25,1.47894813691199e-41
33.4939835809704,2.86295468432624e-25,1.47792000534382e-41
33.486041962079,2.86133993148783e-25,1.47689211052889e-41
33.4781021716025,2.85972512567138e-25,1.47586445241363e-41
33.4701642091197,2.85811026691548e-25,1.47483703094295e-41
33.46222807421,2.85649535525534e-25,1.47380984606244e-41
33.4542937664525,2.85488039073907e-25,1.47278289771766e-41
33.4463612854265,2.85326537340069e-25,1.47175618585359e-41
33.4384306307116,2.85165030328197e-25,1.47072971041682e-41
33.4305018018871,2.85003518042522e-25,1.46970347135236e-41
33.4225747985328,2.84842000486942e-25,1.46867746860538e-41
33.4146496202283,2.84680477665195e-25,1.46765170212236e-41
33.4067262665535,2.84518949581904e-25,1.46662617184848e-41
33.3988047370883,2.84357416240589e-25,1.4656008777294e-41
33.3908850314126,2.84195877645428e-25,1.46457581971016e-41
33.3829671491067,2.84034333800574e-25,1.4635509977373e-41
33.3750510897506,2.83872784709847e-25,1.46252641175614e-41
33.3671368529248,2.8371123037743e-25,1.46150206171182e-41
33.3592244382095,2.83549670807244e-25,1.460477947551e-41
33.3513138451853,2.83388106003504e-25,1.45945406921872e-41
33.3434050734328,2.83226535969876e-25,1.45843042666088e-41
33.3354981225326,2.83064960710903e-25,1.45740701982317e-41
33.3275929920655,2.82903380229921e-25,1.45638384865087e-41
33.3196896816125,2.82741794531836e-25,1.45536091309049e-41
33.3117881907545,2.82580203619751e-25,1.45433821308747e-41
33.3038885190725,2.82418607498367e-25,1.453315748587e-41
33.2959906661477,2.82257006171506e-25,1.45229351953586e-41
33.2880946315615,2.82095399643218e-25,1.45127152587937e-41
33.280200414895,2.81933787917448e-25,1.45024976756334e-41
33.2723080157299,2.81773868955676e-25,1.44923708314889e-41
33.2644174336477,2.81619861737899e-25,1.44825542753532e-41
33.2565286682299,2.81465849679627e-25,1.44727399797327e-41
33.2486417190584,2.8131183278484e-25,1.44629279441024e-41
33.240756585715,2.81157811057565e-25,1.44531181679399e-41
33.2328732677817,2.81003784501107e-25,1.44433106507303e-41
33.2249917648404,2.80849753120233e-25,1.44335053919501e-41
33.2171120764733,2.8069571691793e-25,1.44237023910813e-41
33.2092342022626,2.80541675898181e-25,1.44139016475967e-41
33.2013581417907,2.80387630065206e-25,1.44041031609872e-41
33.1934838946399,2.80233579423098e-25,1.43943069307289e-41
33.1856114603929,2.80079523974597e-25,1.43845129562965e-41
33.1777408386321,2.79925463724921e-25,1.43747212371802e-41
33.1698720289404,2.79771398676865e-25,1.43649317728573e-41
33.1620050309004,2.79617328834815e-25,1.43551445628067e-41
33.1541398440952,2.79463254202517e-25,1.43453596065108e-41
33.1462764681076,2.79309174783994e-25,1.43355769034456e-41
33.1384149025209,2.79155090582868e-25,1.43257964531026e-41
33.1305551469181,2.79001001603125e-25,1.43160182549562e-41
33.1226972008826,2.78846907848643e-25,1.43062423084854e-41
33.1148410639977,2.78692809323094e-25,1.42964686131795e-41
33.106986735847,2.78538706030474e-25,1.42866971685163e-41
33.099134216014,2.78384597974701e-25,1.42769279739771e-41
33.0912835040823,2.7823048515977e-25,1.42671610290448e-41
33.0834345996357,2.78076367589222e-25,1.42573963331972e-41
33.0755875022581,2.77922245266934e-25,1.42476338859241e-41
33.0677422115335,2.77768118197149e-25,1.42378736866985e-41
33.0598987270459,2.77613986383448e-25,1.42281157350131e-41
33.0520570483794,2.77459849829653e-25,1.4218360030345e-41
33.0442171751182,2.77305708539851e-25,1.42086065721772e-41
33.0363791068468,2.77151562517721e-25,1.41988553599925e-41
33.0285428431495,2.76997411767017e-25,1.41891063932698e-41
33.0207083836109,2.7684325629222e-25,1.41793596715e-41
33.0128757278156,2.76689096096296e-25,1.41696151941627e-41
33.0050448753484,2.76534931183832e-25,1.41598729607363e-41
32.997215825794,2.76380761558417e-25,1.41501329707121e-41
32.9893885787373,2.76226587223926e-25,1.41403952235708e-41
32.9815631337634,2.7607240818436e-25,1.41306597187941e-41
32.9737394904573,2.75918224443244e-25,1.41209264558679e-41
32.9659176484043,2.75764036004954e-25,1.41111954342706e-41
32.9580976071897,2.75609842873042e-25,1.41014666534944e-41
32.9502793663988,2.75455645051422e-25,1.40917401130198e-41
32.9424629256171,2.75301442543946e-25,1.40820158123266e-41
32.9346482844303,2.75147235354481e-25,1.40722937509058e-41
32.9268354424239,2.74993023487192e-25,1.40625739282407e-41
32.9190243991837,2.74838806945497e-25,1.40528563438147e-41
32.9112151542958,2.74684585733362e-25,1.40431409971061e-41
32.9034077073458,2.74530359855342e-25,1.40334278876111e-41
32.8956020579201,2.74376129314326e-25,1.40237170148089e-41
32.8877982056046,2.74221894114748e-25,1.40140083781794e-41
32.8799961499856,2.74067654260176e-25,1.40043019772189e-41
32.8721958906496,2.73913409754909e-25,1.39945978114058e-41
32.8643974271828,2.73759160602703e-25,1.39848958802262e-41
32.856600759172,2.73604906807121e-25,1.39751961831661e-41
32.8488058862036,2.73450648372324e-25,1.39654987197073e-41
32.8410128078644,2.73296385302099e-25,1.39558034893427e-41
32.8332215237412,2.7314211760037e-25,1.39461104915544e-41
32.825432033421,2.72987845270804e-25,1.39364197258244e-41
32.8176443364907,2.72833568317844e-25,1.39267311916466e-41
32.8098584325375,2.72679286744641e-25,1.39170448885041e-41
32.8020743211485,2.72525000555567e-25,1.39073608158827e-41
32.7942920019111,2.72370709754506e-25,1.38976789732679e-41
32.7865114744126,2.72216414344972e-25,1.38879993601442e-41
32.7787327382406,2.72062114331408e-25,1.38783219760037e-41
32.7709557929825,2.71907809717098e-25,1.38686468203315e-41
32.7631806382261,2.71753500506589e-25,1.38589738926104e-41
32.7554072735592,2.71599186703027e-25,1.38493031923336e-41
32.7476356985696,2.71444868310833e-25,1.38396347189849e-41
32.7398659128452,2.71290545333727e-25,1.38299684720522e-41
32.7320979159741,2.7113621777554e-25,1.38203044510195e-41
32.7243317075446,2.70981885640054e-25,1.38106426553802e-41
32.7165672871447,2.7082754893155e-25,1.38009830846192e-41
32.7088046543629,2.7067320765338e-25,1.37913257382206e-41
32.7010438087876,2.70518861809835e-25,1.37816706156797e-41
32.6932847500073,2.70364511405033e-25,1.37720177164805e-41
32.6855274776106,2.70210156442053e-25,1.37623670401108e-41
32.6777719911863,2.70055796925737e-25,1.37527185860599e-41
32.6700182903231,2.6990143285927e-25,1.37430723538111e-41
32.66226637461,2.69747064246667e-25,1.37334283428611e-41
32.654516243636,2.69592691092052e-25,1.37237865526944e-41
32.6467678969902,2.69438313399009e-25,1.37141469827956e-41
32.6390213342617,2.69283931171803e-25,1.37045096326618e-41
32.6312765550399,2.69129544414311e-25,1.36948745017777e-41
32.623533558914,2.68975153129925e-25,1.3685241589633e-41
32.6157923454737,2.68820757322994e-25,1.36756108957147e-41
32.6080529143085,2.68666356997091e-25,1.3665982419512e-41
32.6003152650079,2.68513593359536e-25,1.36564388262621e-41
32.5925793971619,2.68366598664652e-25,1.36471881960057e-41
32.5848453103602,2.68219599600858e-25,1.36379396959483e-41
32.5771130041928,2.68072596172032e-25,1.36286933255952e-41
32.5693824782497,2.67925588381646e-25,1.36194490844557e-41
32.5616537321211,2.67778576233293e-25,1.36102069720403e-41
32.5539267653972,2.67631559730904e-25,1.3600966987855e-41
32.5462015776683,2.67484538877867e-25,1.3591729131417e-41
32.5384781685248,2.67337513678295e-25,1.35824934022321e-41
32.5307565375573,2.67190484135746e-25,1.3573259799807e-41
32.5230366843563,2.67043450253839e-25,1.35640283236611e-41
32.5153186085126,2.66896412036464e-25,1.35547989732989e-41
32.507602309617,2.66749369487194e-25,1.35455717482328e-41
32.4998877872603,2.66602322609573e-25,1.35363466479717e-41
32.4921750410335,2.6645527140761e-25,1.35271236720237e-41
32.4844640705277,2.66308215884889e-25,1.3517902819907e-41
32.4767548753341,2.66161156045013e-25,1.35086840911288e-41
32.4690474550439,2.66014091891821e-25,1.34994674851961e-41
32.4613418092485,2.6586702342913e-25,1.34902530016296e-41
32.4536379375394,2.65719950660538e-25,1.34810406399341e-41
32.4459358395081,2.65572873589469e-25,1.34718303996221e-41
32.4382355147463,2.65425792220049e-25,1.34626222802016e-41
32.4305369628456,2.65278706555827e-25,1.34534162811917e-41
32.4228401833979,2.65131616600411e-25,1.34442124021004e-41
32.4151451759952,2.64984522357694e-25,1.34350106424359e-41
32.4074519402295,2.6483742383142e-25,1.34258110017181e-41
32.3997604756928,2.64690321025041e-25,1.34166134794543e-41
32.3920707819774,2.64543213942454e-25,1.3407418075158e-41
32.3843828586755,2.64396102587375e-25,1.33982247883407e-41
32.3766967053797,2.64248986963462e-25,1.3389033618511e-41
32.3690123216823,2.6410186707447e-25,1.33798445651897e-41
32.3613297071759,2.63954742924011e-25,1.33706576278857e-41
32.3536488614533,2.63807614515964e-25,1.33614728061071e-41
32.3459697841071,2.63660481854224e-25,1.33522900993748e-41
32.3382924747303,2.63513344941762e-25,1.3343109507199e-41
32.3306169329158,2.6336620378306e-25,1.33339310290922e-41
32.3229431582567,2.63219058381548e-25,1.33247546645666e-41
32.315271150346,2.63071908740955e-25,1.33155804131327e-41
32.3076009087771,2.62924754864894e-25,1.33064082743117e-41
32.2999324331433,2.62777596757295e-25,1.32972382476105e-41
32.292265723038,2.62630434421768e-25,1.32880703325479e-41
32.2846007780547,2.62483267862016e-25,1.32789045286358e-41
32.276937597787,2.62336097081675e-25,1.32697408353877e-41
32.2692761818286,2.62188922084607e-25,1.32605792523166e-41
32.2616165297734,2.62041742874522e-25,1.32514197789351e-41
32.2539586412152,2.6189455945514e-25,1.32422624147633e-41
32.246302515748,2.61747371829918e-25,1.32331071593106e-41
32.2386481529659,2.6160018000314e-25,1.32239540120906e-41
32.2309955524631,2.61452983978027e-25,1.32148029726244e-41
32.2233447138338,2.61305783758469e-25,1.32056540404223e-41
32.2156956366724,2.61158579348362e-25,1.31965072149998e-41
32.2080483205733,2.61011370751168e-25,1.31873624958715e-41
32.2004027651312,2.60864157970501e-25,1.3178219882548e-41
32.1927589699406,2.60716941010641e-25,1.3169079374553e-41
32.1851169345962,2.60569719874792e-25,1.31599409713975e-41
32.177476658693,2.60422494566671e-25,1.3150804672593e-41
32.1698381418257,2.60275265090414e-25,1.3141670477663e-41
32.1622013835895,2.60128031449516e-25,1.31325383861197e-41
32.1545663835794,2.5998079364761e-25,1.31234083974775e-41
32.1469331413906,2.59833551688456e-25,1.31142805112505e-41
32.1393016566185,2.59686305575986e-25,1.31051547269591e-41
32.1316719288585,2.59539055313632e-25,1.30960310441172e-41
32.1240439577059,2.59391800905353e-25,1.30869094622377e-41
32.1164177427563,2.59244542354766e-25,1.30777899808438e-41
32.1087932836055,2.5909727966564e-25,1.30686725994482e-41
32.1011705798492,2.58950012841826e-25,1.30595573175678e-41
32.0935496310833,2.58802741886647e-25,1.30504441347181e-41
32.0859304369036,2.58655466804343e-25,1.3041333050413e-41
32.0783129969063,2.58508187598403e-25,1.30322240641763e-41
32.0706973106874,2.58360904272435e-25,1.30231171755225e-41
32.0630833778432,2.58213616830366e-25,1.30140123839633e-41
32.05547119797,2.58066325275775e-25,1.30049096890232e-41
32.0478607706642,2.57919029612741e-25,1.29958090902174e-41
32.0402520955223,2.57771729844411e-25,1.29867105870622e-41
32.032645172141,2.57624425975075e-25,1.29776141790746e-41
32.0250400001168,2.57477118008119e-25,1.29685198657694e-41
32.0174365790466,2.57329805947398e-25,1.29594276466716e-41
32.0098349085273,2.57182489796821e-25,1.29503375212952e-41
32.0022349881558,2.57035169559653e-25,1.29412494891537e-41
31.9946368175291,2.56887845240105e-25,1.29321635497743e-41
31.9870403962445,2.56740516841826e-25,1.29230797026694e-41
31.9794457238992,2.56593184368455e-25,1.29139979473582e-41
31.9718528000905,2.56445847823637e-25,1.29049182833554e-41
31.9642616244159,2.56298507211226e-25,1.28958407101865e-41
31.9566721964728,2.56151162534743e-25,1.2886765227367e-41
31.9490845158589,2.56003813798241e-25,1.2877691834412e-41
31.9414985821719,2.5585865657231e-25,1.28686978986863e-41
31.9339143950096,2.5572129087197e-25,1.28599807677482e-41
31.9263319539699,2.55583918185497e-25,1.28512656441808e-41
31.9187512586508,2.55446538515624e-25,1.2842552527521e-41
31.9111723086503,2.55309151865274e-25,1.28338414173041e-41
31.9035951035667,2.55171758238193e-25,1.28251323130749e-41
31.8960196429982,2.55034357637057e-25,1.28164252143678e-41
31.8884459265431,2.54896950064798e-25,1.28077201207186e-41
31.8808739537999,2.54759535525044e-25,1.2799017031671e-41
31.8733037243671,2.54622114020599e-25,1.27903159467614e-41
31.8657352378435,2.54484685554513e-25,1.27816168655272e-41
31.8581684938276,2.54347250129871e-25,1.27729197875076e-41
31.8506034919184,2.54209807750271e-25,1.27642247122385e-41
31.8430402317146,2.54072358418334e-25,1.27555316392652e-41
31.8354787128155,2.5393490213722e-25,1.27468405681196e-41
31.8279189348199,2.5379743891023e-25,1.27381514983478e-41
31.8203608973272,2.53659968740435e-25,1.27294644294861e-41
31.8128045999366,2.53522491631061e-25,1.27207793610724e-41
31.8052500422475,2.53385007584943e-25,1.27120962926474e-41
31.7976972238593,2.53247516605355e-25,1.27034152237466e-41
31.7901461443716,2.53110018695066e-25,1.26947361539166e-41
31.782596803384,2.52972513857874e-25,1.2686059082695e-41
31.7750492004963,2.52835002096574e-25,1.2677384009616e-41
31.7675033353084,2.52697483414441e-25,1.2668710934227e-41
31.7599592074201,2.52559957814205e-25,1.26600398560659e-41
31.7524168164315,2.52422425299275e-25,1.26513707746711e-41
31.7448761619426,2.52284885872716e-25,1.26427036895841e-41
31.7373372435537,2.52147339537473e-25,1.26340386003426e-41
31.7298000608651,2.52009786297222e-25,1.26253755064921e-41
31.7222646134772,2.51872226154785e-25,1.26167144075707e-41
31.7147309009904,2.51734659112763e-25,1.26080553031148e-41
31.7071989230053,2.51597085175061e-25,1.25993981926726e-41
31.6996686791225,2.51459504344544e-25,1.25907430757825e-41
31.6921401689429,2.51321916624035e-25,1.25820899519852e-41
31.6846133920673,2.51184322017185e-25,1.25734388208167e-41
31.6770883480965,2.51046720526689e-25,1.25647896818269e-41
31.6695650366317,2.50909112155998e-25,1.25561425345527e-41
31.662043457274,2.5077149690801e-25,1.25474973785324e-41
31.6545236096245,2.50633874785786e-25,1.25388542133145e-41
31.6470054932846,2.50496245792872e-25,1.25302130384365e-41
31.6394891078557,2.50358609932143e-25,1.25215738534423e-41
31.6319744529393,2.50220967206646e-25,1.2512936657871e-41
31.6244615281369,2.50083317619847e-25,1.25043014512632e-41
31.6169503330502,2.49945661174471e-25,1.24956682331661e-41
31.609440867281,2.49807997873699e-25,1.24870370031193e-41
31.6019331304311,2.4967032772109e-25,1.24784077606616e-41
