freq,IL-IC
39.4559425012725,-3.592336961832923e-24
39.4568510183824,-3.5921705738423364e-24
39.4577595564121,-3.592004156341011e-24
39.4586681153619,-3.59183771222687e-24
39.4595766952321,-3.591671239842184e-24
39.4604852960234,-3.591504739584364e-24
39.4613939177364,-3.591338212432549e-24
39.4623025603713,-3.591171656421126e-24
39.4632112239288,-3.591005072878685e-24
39.4641199084092,-3.590838461319417e-24
39.465028613813,-3.5906718226430934e-24
39.465937340141,-3.5905051558506376e-24
39.4668460873932,-3.59033846139438e-24
39.467754855570504,-3.590171738711399e-24
39.4686636446731,-3.590004988517337e-24
39.469572454701606,-3.5898382109340685e-24
39.4704812856565,-3.589671404429313e-24
39.4713901375382,-3.589504571123098e-24
39.4722990103473,-3.589337709658622e-24
39.4732079040841,-3.589170820191989e-24
39.4741168187493,-3.5890039030675726e-24
39.4750257543432,-3.5888369587672316e-24
39.4759347108664,-3.5886699859136626e-24
39.476843688319306,-3.5885029852576774e-24
39.4777526867024,-3.5883359572241466e-24
39.478661706016304,-3.588168901018812e-24
39.479570746261295,-3.588001816849502e-24
39.480479807438,-3.587834705648523e-24
39.4813888895468,-3.587667565777331e-24
39.48229799258829,-3.587500398640877e-24
39.4832071165629,-3.587333203464839e-24
39.484116261471,-3.587165980890755e-24
39.4850254273134,-3.586998729653228e-24
39.4859346140901,-3.586831450981168e-24
39.486843821802,-3.5866641448790885e-24
39.4877530504494,-3.586496810346973e-24
39.4886623000328,-3.586329448458376e-24
39.489571570552606,-3.5861620585326406e-24
39.4904808620094,-3.5859946413243395e-24
39.491390174403804,-3.585827195735655e-24
39.492299507736,-3.585659722514766e-24
39.4932088620066,-3.585492221387641e-24
39.4941182372161,-3.585324692878833e-24
39.495027633365,-3.5851571360829285e-24
39.4959370504538,-3.584989551452823e-24
39.4968464884829,-3.584821939387055e-24
39.4977559474529,-3.5846542984934634e-24
39.4986654273641,-3.584486631150685e-24
39.4995749282171,-3.5843189348668594e-24
39.5004844500125,-3.5841512113010325e-24
39.5013939927506,-3.5839834602327756e-24
39.5023035564318,-3.583815680802755e-24
39.5032131410568,-3.583647873481921e-24
39.5041227466261,-3.583480039417933e-24
39.50503237314,-3.58331217619717e-24
39.5059420205991,-3.5831442852091625e-24
39.5068516890038,-3.582976366786433e-24
39.5077613783546,-3.582808421102955e-24
39.50867108865209,-3.5826404468974705e-24
39.5095808198966,-3.5824724450863e-24
39.5104905720888,-3.582304414897004e-24
39.5114003452289,-3.582136357775721e-24
39.5123101393176,-3.5819682723299145e-24
39.5132199543554,-3.5818001589122325e-24
39.5141297903427,-3.581632017871938e-24
39.51503964728,-3.581463849322442e-24
39.515949525167706,-3.581295652090885e-24
39.516859424006405,-3.5811274279886546e-24
39.5177693437965,-3.580959175923201e-24
39.5186792845385,-3.580790895871765e-24
39.5195892462329,-3.5806225873184476e-24
39.5204992288802,-3.5804542515186754e-24
39.521409232481005,-3.580285887838622e-24
39.5223192570355,-3.580117496839516e-24
39.5232293025444,-3.57994907678313e-24
39.524139369008,-3.5797806295416035e-24
39.525049456426906,-3.5796121545211705e-24
39.5259595648017,-3.579443651875868e-24
39.5268696941327,-3.57927512119211e-24
39.5277798444205,-3.5791065625774775e-24
39.528690015665504,-3.5789379761521535e-24
39.52960020786821,-3.578769362010177e-24
39.5305104210291,-3.578600719857017e-24
39.5314206551487,-3.5784320499655756e-24
39.5323309102273,-3.578263352367638e-24
39.5332411862657,-3.578094626511569e-24
39.5341514832642,-3.577925872879415e-24
39.5350618012232,-3.5777570916077205e-24
39.5359721401434,-3.5775882825057745e-24
39.5368825000251,-3.577419445515084e-24
39.5377928808689,-3.577250580659911e-24
39.5387032826753,-3.5770816885101354e-24
39.539613705444594,-3.576912767828761e-24
39.5405241491774,-3.576743819593611e-24
39.541434613874195,-3.576574842715519e-24
39.5423450995355,-3.576405838967131e-24
39.5432556061618,-3.576236806847011e-24
39.5441661337535,-3.57606774745373e-24
39.545076682311,-3.575898659803069e-24
39.545987251835,-3.575729543410725e-24
39.546897842325905,-3.575560401141518e-24
39.5478084537841,-3.575391229620934e-24
39.5487190862102,-3.575222030467581e-24
39.549629739604505,-3.575052803572373e-24
39.550540413967695,-3.574883548484673e-24
39.5514511093003,-3.5747142670277194e-24
39.5523618256025,-3.574544955607697e-24
39.5532725628751,-3.574375617519187e-24
39.5541833211183,-3.5742062515317764e-24
39.555094100332795,-3.574036857276454e-24
39.556004900519,-3.573867435410179e-24
39.5569157216775,-3.573697985000645e-24
39.557826563808504,-3.573528508683968e-24
39.5587374269127,-3.5733590024824626e-24
39.5596483109906,-3.573189469351792e-24
39.5605592160426,-3.573019908269747e-24
39.5614701420692,-3.572850318922423e-24
39.562381089070904,-3.5726807023756645e-24
39.563292057048095,-3.572511057371598e-24
39.5642030460015,-3.572341384779714e-24
39.565114055931296,-3.5721716843641604e-24
39.5660250868382,-3.57200195596902e-24
39.566936138722504,-3.571832200004494e-24
39.567847211584905,-3.571662416411148e-24
39.5687583054257,-3.571492603999759e-24
39.5696694202456,-3.571322763750783e-24
39.570580556044696,-3.5711528964520834e-24
39.5714917128238,-3.570983000132591e-24
39.572402890583405,-3.5708130768429325e-24
39.573314089323794,-3.570643126071721e-24
39.574225309045595,-3.57047314685505e-24
39.5751365497492,-3.570303139087785e-24
39.5760478114352,-3.570133105106619e-24
39.576959094104,-3.569963042053504e-24
39.5778703977561,-3.569792951498522e-24
39.578781722392,-3.569622833107646e-24
39.579693068012105,-3.5694526864819605e-24
39.580604434617,-3.5692825126132056e-24
39.5815158222071,-3.569112309621907e-24
39.5824272307829,-3.568942080298407e-24
39.583338660345,-3.568771822293973e-24
39.5842501108937,-3.568601536068835e-24
39.5851615824297,-3.568431222376062e-24
39.5860730749532,-3.568260881252328e-24
39.5869845884649,-3.5680905121619855e-24
39.5878961229651,-3.567920114394847e-24
39.5888076784545,-3.5677496900323835e-24
39.5897192549335,-3.567579236719657e-24
39.5906308524025,-3.56740875597804e-24
39.591542470862095,-3.5672382470399806e-24
39.5924541103127,-3.5670677102720455e-24
39.5933657707548,-3.566897145897108e-24
39.594277452189,-3.566726553905577e-24
39.5951891546156,-3.566555932372274e-24
39.5961008780352,-3.566385284848509e-24
39.5970126224482,-3.5662146080855915e-24
39.597924387855095,-3.566043904647604e-24
39.5988361742566,-3.565873173272347e-24
39.599747981652904,-3.565702413280668e-24
39.6006598100445,-3.565531625742736e-24
39.601571659432004,-3.565360810275247e-24
39.6024835298159,-3.565189966988414e-24
39.6033954211966,-3.5650190951942446e-24
39.604307333574695,-3.564848196096257e-24
39.605219266950506,-3.5646772692005544e-24
39.6061312213245,-3.5645063140211416e-24
39.607043196697504,-3.564335331406443e-24
39.6079551930696,-3.56416432064251e-24
39.6088672104415,-3.5639932818728476e-24
39.6097792488135,-3.563822215626146e-24
39.6106913081863,-3.5636511208773734e-24
39.611603388560304,-3.5634799988031534e-24
39.612515489936,-3.563308847936657e-24
