freq,IL-IC
39.4559425012725,-3.588988639023094e-24
39.4568510183824,-3.588866261312486e-24
39.4577595564121,-3.588742406621062e-24
39.4586681153619,-3.588617118677024e-24
39.4595766952321,-3.588490440002234e-24
39.4604852960234,-3.588362412074339e-24
39.4613939177364,-3.588233075172547e-24
39.4623025603713,-3.5881024684812566e-24
39.4632112239288,-3.587970630138583e-24
39.4641199084092,-3.587837597209461e-24
39.465028613813,-3.58770340575298e-24
39.465937340141,-3.587568090860749e-24
39.4668460873932,-3.587431686564364e-24
39.467754855570504,-3.5872942256213734e-24
39.4686636446731,-3.587155741457194e-24
39.469572454701606,-3.587016264164105e-24
39.4704812856565,-3.58687582451937e-24
39.4713901375382,-3.586734452123065e-24
39.4722990103473,-3.5865921756486e-24
39.4732079040841,-3.586449022992056e-24
39.4741168187493,-3.586305021247542e-24
39.4750257543432,-3.5861601967271355e-24
39.4759347108664,-3.586014574963703e-24
39.476843688319306,-3.585868180767698e-24
39.4777526867024,-3.585721038234122e-24
39.478661706016304,-3.585573170718825e-24
39.479570746261295,-3.585424600899444e-24
39.480479807438,-3.585275350828629e-24
39.4813888895468,-3.5851254418473395e-24
39.48229799258829,-3.584974894710855e-24
39.4832071165629,-3.584823729514864e-24
39.484116261471,-3.584671965760723e-24
39.4850254273134,-3.584519622403231e-24
39.4859346140901,-3.5843667177710726e-24
39.486843821802,-3.5842132696791e-24
39.4877530504494,-3.584059295376987e-24
39.4886623000328,-3.583904811598319e-24
39.489571570552606,-3.583749834552693e-24
39.4904808620094,-3.583594379954306e-24
39.491390174403804,-3.583438463085712e-24
39.492299507736,-3.583282098664665e-24
39.4932088620066,-3.58312530099759e-24
39.4941182372161,-3.5829680839688615e-24
39.495027633365,-3.582810460993033e-24
39.4959370504538,-3.582652445062797e-24
39.4968464884829,-3.582494048797132e-24
39.4977559474529,-3.582335284393343e-24
39.4986654273641,-3.582176163640793e-24
39.4995749282171,-3.5820166979869155e-24
39.5004844500125,-3.581856898501106e-24
39.5013939927506,-3.5816967759027445e-24
39.5023035564318,-3.581536340552732e-24
39.5032131410568,-3.581375602502016e-24
39.5041227466261,-3.5812145714377975e-24
39.50503237314,-3.581053256787166e-24
39.5059420205991,-3.580891667639231e-24
39.5068516890038,-3.580729812766378e-24
39.5077613783546,-3.58056770067298e-24
39.50867108865209,-3.5804053395974654e-24
39.5095808198966,-3.580242737496332e-24
39.5104905720888,-3.580079902057125e-24
39.5114003452289,-3.5799168407257074e-24
39.5123101393176,-3.579753560659806e-24
39.5132199543554,-3.579590068842233e-24
39.5141297903427,-3.5794263719819574e-24
39.51503964728,-3.579262476572411e-24
39.515949525167706,-3.57909838885086e-24
39.516859424006405,-3.5789341149185906e-24
39.5177693437965,-3.578769660603234e-24
39.5186792845385,-3.578605031551676e-24
39.5195892462329,-3.57844023325846e-24
39.5204992288802,-3.578275270968736e-24
39.521409232481005,-3.5781101497986315e-24
