nu,I
1368622476.67842,2.943798988471775e-25
1368653990.73837,2.9438400030758706e-25
1368685505.52396,2.9438710028442554e-25
1368717021.03521,2.943891001700798e-25
1368748537.27215,2.9439040055797824e-25
1368780054.23478,2.943910014481209e-25
1368811571.92313,2.9439089975901983e-25
1368843090.3372,2.9439040055797824e-25
1368874609.47702,2.9438939907440716e-25
1368906129.3426,2.9438800007889556e-25
1368937649.93397,2.9438629909756868e-25
1368969171.25113,2.9438449950862864e-25
1369000693.2941,2.9438229932626017e-25
1369032216.06291,2.943801022253796e-25
1369063739.55756,2.94377698664809e-25
1369095263.77807,2.9437529818572634e-25
1369126788.72447,2.9437270049141735e-25
1369158314.39676,2.9437009971562045e-25
1369189840.79497,2.943676006289246e-25
1369221367.9191,2.943648026379014e-25
1369252895.76919,2.9436210017300344e-25
1369284424.34524,2.9435939770810548e-25
1369315953.64727,2.9435670140618333e-25
1369347483.67529,2.943539003336722e-25
1369379014.42933,2.943510992611611e-25
1369410545.90941,2.943485015668521e-25
1369442078.11552,2.94345700494341e-25
1369473611.0477,2.9434289942182988e-25
1369505144.70597,2.9434020003841982e-25
1369536679.09033,2.943373989659087e-25
1369568214.20081,2.943346009748855e-25
1369599750.03741,2.943317999023744e-25
1369631286.60017,2.943292022080654e-25
1369662823.88909,2.943264011355543e-25
1369694361.90418,2.943234983739421e-25
1369725900.64549,2.9432079899053204e-25
1369757440.113,2.9431789931040777e-25
1369788980.30674,2.9431509823789666e-25
1369820521.22673,2.943123988544866e-25
1369852062.873,2.9430950225585025e-25
1369883605.24554,2.943068028724402e-25
1369915148.34437,2.94303900110828e-25
1369946692.16952,2.9430099734921583e-25
1369978236.72101,2.942982979658058e-25
1370009781.99884,2.9429549997478257e-25
1370041328.00304,2.942926002946583e-25
1370072874.73362,2.942897992221472e-25
1370104422.1906,2.94287001231124e-25
1370135970.374,2.9428420015861286e-25
1370167519.28382,2.942813004784886e-25
1370199068.9201,2.942784994059775e-25
1370230619.28284,2.9427569833346636e-25
1370262170.37206,2.942727986533421e-25
1370293722.18778,2.9427010235141995e-25
1370325274.73002,2.942671009821946e-25
1370356827.99879,2.942642999096835e-25
1370388381.99411,2.942615019186603e-25
1370419936.716,2.942585991570481e-25
1370451492.16447,2.9425569947692384e-25
1370483048.33953,2.9425279979679958e-25
1370514605.24122,2.9424980150906215e-25
1370546162.86953,2.9424700043655104e-25
1370577721.2245,2.9424420244552783e-25
1370609280.30613,2.942411979948146e-25
1370640840.11445,2.942384000037914e-25
1370672400.64946,2.942355003236671e-25
1370703961.91119,2.9423260064354284e-25
1370735523.89966,2.9422970096341857e-25
1370767086.61488,2.942268012832943e-25
1370798650.05686,2.942240002107832e-25
1370830214.22562,2.9422099884155785e-25
1370861779.12119,2.9421820085053465e-25
1370893344.74358,2.942153011704104e-25
1370924911.09279,2.9421229980118504e-25
1370956478.16886,2.9420940012106078e-25
1370988045.97179,2.942065004409365e-25
1371019614.50161,2.9420349907171117e-25
1371051183.75833,2.942005993915869e-25
1371082753.74196,2.9419769971146263e-25
1371114324.45253,2.9419480003133836e-25
1371145895.89005,2.9419179866211303e-25
1371177468.05455,2.9418890206347667e-25
1371209040.94602,2.9418590069425134e-25
1371240614.56449,2.9418299793263916e-25
1371272188.90998,2.941801013340028e-25
1371303763.98251,2.941769982756764e-25
1371335339.78209,2.941742002846532e-25
1371366916.30873,2.9417119891542787e-25
1371398493.56246,2.9416819754620253e-25
1371430071.54329,2.9416530094756617e-25
1371461650.25124,2.9416229957834084e-25
1371493229.68633,2.9415939989821657e-25
1371524809.84857,2.94156303002866e-25
1371556390.73797,2.941534002412538e-25
1371587972.35456,2.9415049747964164e-25
1371619554.69836,2.9414739750280315e-25
1371651137.76937,2.941445009041668e-25
1371682721.56761,2.941413978458404e-25
1371714306.09311,2.9413839955810297e-25
1371745891.34588,2.941354998779787e-25
1371777477.32593,2.941325015902413e-25
1371809064.03329,2.941293985319149e-25
1371840651.46796,2.9412650193327853e-25
1371872239.62997,2.9412339887495213e-25
1371903828.51934,2.941203975057268e-25
1371935418.13607,2.9411739921798937e-25
1371967008.48019,2.9411439784876404e-25
1371998599.55171,2.9411130095341347e-25
1372030191.35065,2.9410830266567605e-25
1372061783.87703,2.941053012964507e-25
1372093377.13087,2.941021982381243e-25
1372124971.11217,2.940991999503869e-25
1372156565.82095,2.9409619858116156e-25
1372188161.25724,2.94093101685811e-25
1372219757.42106,2.9409010031658565e-25
1372251354.31241,2.9408700033974717e-25
1372282951.93131,2.940839003629087e-25
1372314550.27778,2.940808003860702e-25
1372346149.35184,2.9407760180161856e-25
1372377749.15351,2.9407460043239322e-25
1372409349.68279,2.9407119846973946e-25
1372440950.93971,2.940679998852878e-25
1372472552.92429,2.9406459792263405e-25
1372504155.63654,2.940612021229561e-25
1372535759.07647,2.9405750125597498e-25
1372567363.24411,2.9405360009227963e-25
1372598968.13947,2.9404950171335797e-25
1372630573.76257,2.940448979704189e-25
1372662180.11343,2.9403989979702723e-25
1372693787.19205,2.94034297652005e-25
1372725394.99846,2.940277001863875e-25
1372757003.53268,2.940201998448121e-25
1372788612.79472,2.94011198818624e-25
1372820222.7846,2.940009990936385e-25
1372851833.50233,2.9398850057867143e-25
1372883444.94794,2.9397379879984795e-25
1372915057.12143,2.9395609873328706e-25
1372946670.02283,2.9393510147466137e-25
1372978283.65216,2.9391029857846557e-25
1373009898.00942,2.9388090118379444e-25
1373041513.09464,2.9384640084514267e-25
1373073128.90782,2.938059994571413e-25
1373104745.44901,2.9375909921113557e-25
1373136362.71819,2.9370509921698287e-25
1373167980.7154,2.9364329997692737e-25
1373199599.44065,2.9357330089754065e-25
1373231218.89395,2.934945996962932e-25
1373262839.07533,2.9340679886124453e-25
1373294459.9848,2.9331000008149567e-25
1373326081.62237,2.9320389828974344e-25
1373357703.98807,2.9308860133806473e-25
1373389327.08191,2.929645991830374e-25
1373420950.90391,2.928324988777799e-25
1373452575.45408,2.9269299992004804e-25
1373484200.73244,2.92547100711925e-25
1373515826.739,2.9239569796639287e-25
1373547453.47379,2.9224029853104016e-25
1373579080.93683,2.9208210110466423e-25
1373610709.12812,2.9192260020890195e-25
1373642338.04768,2.917631979207528e-25
1373673967.69553,2.916054996954185e-25
1373705598.0717,2.9145079975782156e-25
1373737229.17619,2.913005001849616e-25
1373768861.00902,2.9115570106802277e-25
1373800493.5702,2.9101769971341567e-25
1373832126.85976,2.908870014851577e-25
1373863760.87772,2.90764500014743e-25
1373895395.62409,2.9065070066618906e-25
1373927031.09887,2.9054599786994844e-25
1373958667.3021,2.9045030226287173e-25
1373990304.2338,2.9036370012662043e-25
1374021941.89396,2.90285898719843e-25
1374053580.28262,2.902164019229858e-25
1374085219.39978,2.901550001948708e-25
1374116859.24547,2.901010002007181e-25
1374148499.81971,2.90053801050385e-25
1374180141.12251,2.9001290046134205e-25
1374211783.15388,2.8997730003150604e-25
1374243425.91384,2.8994679946416277e-25
1374275069.40242,2.8992039727574116e-25
1374306713.61962,2.8989780072488965e-25
1374338358.56546,2.898781007726745e-25
1374370004.23996,2.898611002038694e-25
1374401650.64314,2.898462998174328e-25
1374433297.77502,2.8983360100575147e-25
1374464945.63561,2.898219992037665e-25
1374496594.22492,2.89811799478781e-25
1374528243.54298,2.898024009406524e-25
1374559893.58979,2.8979369881879167e-25
1374591544.36539,2.8978569927617467e-25
1374623195.86978,2.897781003269861e-25
1374654848.10298,2.897708002821249e-25
1374686501.06501,2.8976380222307896e-25
1374718154.75588,2.897569027716462e-25
1374749809.17562,2.8975040083215394e-25
1374781464.32424,2.897437016774354e-25
1374813120.20175,2.8973719973794313e-25
1374844776.80816,2.897306977984509e-25
1374876434.14352,2.897243006295476e-25
1374908092.20781,2.897179003791564e-25
1374939751.00107,2.8971139843966416e-25
1374971410.5233,2.8970499818927298e-25
1375003070.77454,2.8969869962798285e-25
1375034731.75479,2.8969240106669273e-25
1375066393.46406,2.8968589912720048e-25
1375098055.90238,2.896795019582972e-25
1375129719.06976,2.8967319723403125e-25
1375161382.96622,2.896666983760269e-25
1375193047.59179,2.896603998147368e-25
1375224712.94646,2.896540026458335e-25
1375256379.03026,2.896475993139544e-25
1375288045.84321,2.8964110045595007e-25
1375319713.38532,2.8963480189465995e-25
1375351381.65662,2.896285002518819e-25
1375383050.65711,2.896218997047765e-25
1375414720.38682,2.8961569975109954e-25
1375446390.84575,2.896092008930952e-25
1375478062.03394,2.89602800642704e-25
1375509733.95139,2.8959629870321176e-25
1375541406.59812,2.895897998452074e-25
1375573079.97414,2.895834982024294e-25
1375604754.07949,2.8957699934442504e-25
1375636428.91417,2.8957059909403386e-25
1375668104.47819,2.8956419884364267e-25
1375699780.77157,2.8955769998563833e-25
1375731457.79434,2.8955129973524714e-25
1375763135.54652,2.8954470226962965e-25
1375794814.0281,2.8953830201923846e-25
1375826493.23912,2.8953190176884727e-25
1375858173.17958,2.89525399829355e-25
1375889853.84951,2.895189009713507e-25
1375921535.24892,2.895125007209595e-25
1375953217.37784,2.895061004705683e-25
1375984900.23627,2.8949959853107606e-25
1376016583.82424,2.8949299798397065e-25
1376048268.14175,2.8948659773357946e-25
1376079953.18883,2.8948010195706303e-25
1376111638.9655,2.894736000175708e-25
1376143325.47176,2.8946710115956644e-25
1376175012.70764,2.894605992200742e-25
1376206700.67316,2.894539986729688e-25
1376238389.36833,2.8944749981496445e-25
1376270078.79316,2.894410009569601e-25
1376301768.94768,2.8943449901746786e-25
1376333459.8319,2.894280001594635e-25
1376365151.44584,2.894213996123581e-25
1376396843.78951,2.8941490075435377e-25
1376428536.86293,2.8940830020724837e-25
1376460230.66612,2.894018999568572e-25
1376491925.1991,2.8939529940975178e-25
1376523620.46189,2.8938880055174744e-25
1376555316.45448,2.893822986122552e-25
1376587013.17692,2.8937559945753663e-25
1376618710.6292,2.893691005995323e-25
1376650408.81136,2.893625000524269e-25
1376682107.7234,2.8935600119442254e-25
1376713807.36535,2.8934940064731714e-25
1376745507.73721,2.893429017893128e-25
1376777208.83901,2.893363012422074e-25
1376808910.67076,2.893296976136141e-25
1376840613.23249,2.893231001479966e-25
1376872316.5242,2.8931660128999225e-25
1376904020.54591,2.8931000074288684e-25
1376935725.29765,2.8930329850668037e-25
1376967430.77942,2.8929679964867603e-25
1376999136.99125,2.8929019910157063e-25
1377030843.93314,2.8928359855446523e-25
1377062551.60513,2.8927689939974667e-25
1377094260.00722,2.8927029885264127e-25
1377125969.13943,2.8926379999463693e-25
1377157679.00178,2.892571994475315e-25
1377189389.59428,2.8925050029281297e-25
1377221100.91696,2.892438011380944e-25
1377252812.96982,2.89237200590989e-25
1377284525.75289,2.892306000438836e-25
1377316239.26618,2.8922409810439135e-25
1377347953.50971,2.892173989496728e-25
1377379668.4835,2.892108014840553e-25
1377411384.18756,2.8920399755874777e-25
1377443100.62191,2.8919740009313028e-25
1377474817.78657,2.891908026275128e-25
1377506535.68154,2.8918400178369316e-25
1377538254.30686,2.891774998442009e-25
1377569973.66254,2.8917080068948236e-25
1377601693.74859,2.8916399984566273e-25
1377633414.56502,2.8915740238004524e-25
1377665136.11187,2.8915070014383877e-25
1377696858.38914,2.891439979076323e-25
1377728581.39685,2.8913729875291375e-25
1377760305.13502,2.8913070128729626e-25
1377792029.60366,2.891240021325777e-25
1377823754.8028,2.8911729989637123e-25
1377855480.73244,2.8911059766016477e-25
1377887207.39261,2.891038985054462e-25
1377918934.78332,2.8909719935072765e-25
1377950662.90459,2.890902998992949e-25
1377982391.75643,2.8908380104129054e-25
1378014121.33887,2.8907709880508407e-25
1378045851.65191,2.890703996503655e-25
1378077582.69558,2.8906370049564696e-25
1378109314.46989,2.890569982594405e-25
1378141046.97487,2.8905029910472193e-25
1378172780.21052,2.8904370163910444e-25
1378204514.17686,2.890371996996122e-25
1378236248.87391,2.890305991525068e-25
1378267984.30169,2.8902410029450245e-25
1378299720.46021,2.8901770004411126e-25
1378331457.3495,2.89011302875208e-25
1378363194.96956,2.890050998400431e-25
1378394933.32041,2.8899910018308034e-25
1378426672.40207,2.8899339943044496e-25
1378458412.21457,2.8898769867780957e-25
1378490152.75791,2.889823985186026e-25
1378521894.03211,2.8897739726372303e-25
1378553636.03718,2.8897259938704558e-25
1378585378.77315,2.8896839931902286e-25
1378617122.24004,2.8896459984442857e-25
1378648866.43786,2.88961398178489e-25
1378680611.36661,2.8895880048418003e-25
1378712357.02633,2.8895690228762684e-25
1378744103.41704,2.8895550021062733e-25
1378775850.53873,2.8895500100958574e-25
1378807598.39144,2.889552999139131e-25
1378839346.97518,2.889563013974842e-25
1378871096.28996,2.8895810098642423e-25
1378902846.33582,2.889608003698343e-25
1378934597.11275,2.889643009401012e-25
1378966348.62077,2.889685010081239e-25
1378998100.85991,2.8897320027718822e-25
1379029853.83018,2.8897879934072255e-25
1379061607.5316,2.8898470039007215e-25
1379093361.96419,2.889910020328502e-25
1379125117.12795,2.8899770118756874e-25
1379156873.02291,2.890045975575136e-25
1379188629.64909,2.8901140148282113e-25
1379220387.0065,2.89018297852766e-25
1379252145.09516,2.8902479979225825e-25
1379283903.91508,2.8903109835354837e-25
1379315663.46628,2.8903679910618376e-25
1379347423.74879,2.8904220095449178e-25
1379379184.76261,2.89046798534455e-25
1379410946.50777,2.8905069969815037e-25
1379442708.98427,2.890539013640899e-25
1379474472.19214,2.890562987616847e-25
1379506236.13139,2.890578980539105e-25
1379538000.80204,2.8905869924076737e-25
1379569766.20411,2.8905880092986844e-25
1379601532.33762,2.8905799974301157e-25
1379633299.20257,2.890564990583989e-25
1379665066.799,2.8905449917274465e-25
1379696835.1269,2.890515994926204e-25
1379728604.18631,2.890482992190677e-25
1379760373.97723,2.8904440113686024e-25
1379792144.49969,2.8904009937973646e-25
1379823915.75371,2.89035301503059e-25
1379855687.73929,2.8903019855907835e-25
1379887460.45645,2.890249014813593e-25
1379919233.90522,2.8901920072872393e-25
1379951008.08561,2.8901339828698748e-25
1379982782.99763,2.8900730002241157e-25
1380014558.64131,2.8900120175783566e-25
1380046335.01665,2.8899480150744447e-25
1380078112.12369,2.8898839817556537e-25
1380109889.96243,2.889820010066621e-25
1380141668.53288,2.889754004595567e-25
1380173447.83507,2.8896889852006444e-25
1380205227.86902,2.8896230105444695e-25
1380237008.63474,2.889555988182405e-25
1380268790.13224,2.8894889966352192e-25
1380300572.36155,2.8894220050880337e-25
1380332355.32268,2.8893559996169796e-25
1380364139.01565,2.8892879911787834e-25
1380395923.44048,2.8892219857077294e-25
1380427708.59718,2.889153022008281e-25
1380459494.48576,2.8890870165372267e-25
1380491281.10625,2.88901799120802e-25
1380523068.45867,2.8889509996608343e-25
1380554856.54302,2.888882991222638e-25
1380586645.35932,2.8888159996754526e-25
1380618434.9076,2.888749008128267e-25
1380650225.18787,2.888680999690071e-25
1380682016.20015,2.8886130220667537e-25
1380713807.94446,2.8885450136285575e-25
1380745600.4208,2.8884770051903613e-25
1380777393.62919,2.888408996752165e-25
1380809187.56967,2.8883420052049795e-25
1380840982.24223,2.888275013657794e-25
1380872777.6469,2.8882060191434662e-25
1380904573.7837,2.88813801070527e-25
1380936370.65264,2.888068985376063e-25
1380968168.25373,2.8880019938288776e-25
1380999966.58701,2.8879339853906814e-25
1381031765.65247,2.8878649908763537e-25
1381063565.45014,2.887797999329168e-25
1381095365.98004,2.887730021705851e-25
1381127167.24218,2.887660996376644e-25
1381158969.23658,2.8875920018623165e-25
1381190771.96326,2.8875240242389994e-25
